id,transcript,intent,amount,recipient,service,ussd_sequence,is_synthetic
syn_0980,Paybill M-Pesa amount 200,PAY_BILL,200,,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> [RECIPIENT] -> 200,True
syn_0057,Nishikie kredit soo mbili,BUY_AIRTIME,200,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 200,True
syn_0127,Niongeze punch 0798765432,BUY_AIRTIME,100,0798765432,,*334# -> 3 -> 1 -> 0798765432 -> 100,True
syn_0580,Lipa bill ya KPLC Ksh 200,PAY_BILL,200,,KPLC,*334# -> 2 -> 1 -> KPLC -> [RECIPIENT] -> 200,True
syn_0777,Can I get punch airtime,BUY_AIRTIME,100,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 100,True
syn_0589,Nishikie bundles za mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0734,Nahitaji data bundles za punch,BUY_BUNDLES,100,,,*334# -> 3 -> 2 -> 100,True
syn_0028,Niambie salio langu la Zuku,CHECK_BALANCE,,,Zuku,*334# -> 6 -> 1,True
syn_0464,Nipatie bundles ya Ksh 500,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0073,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0327,Nitumie elfu moja airtime line hii,BUY_AIRTIME,1000,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 1000,True
syn_0948,Check salio data,CHECK_BALANCE,,,data,*334# -> 6 -> 1,True
syn_0610,Lipa token account 0798765432 amount 100,PAY_BILL,100,0798765432,token,*334# -> 2 -> 1 -> token -> 0798765432 -> 100,True
syn_0895,Lipa Zuku soo 5000,PAY_BILL,5000,,Zuku,*334# -> 2 -> 1 -> Zuku -> [RECIPIENT] -> 5000,True
syn_0428,Nataka kuangalia balance kwa token,CHECK_BALANCE,,,token,*334# -> 6 -> 1,True
syn_0052,Bao credit ya fifty bob kwa 0722000000,BUY_AIRTIME,50,0722000000,,*334# -> 3 -> 1 -> 0722000000 -> 50,True
syn_0358,Nataka kuangalia balance kwa Zuku,CHECK_BALANCE,,,Zuku,*334# -> 6 -> 1,True
syn_0797,Bao credit ya soo tano kwa chali yangu,BUY_AIRTIME,500,chali yangu,,*334# -> 3 -> 1 -> chali yangu -> 500,True
syn_0812,Can I get chapaa soo tano airtime,BUY_AIRTIME,500,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 500,True
syn_0945,Lipa KPLC account 0700112233 amount 100,PAY_BILL,100,0700112233,KPLC,*334# -> 2 -> 1 -> KPLC -> 0700112233 -> 100,True
syn_0941,Tuma Ksh 500 direct kwa 0700112233,SEND_MONEY,500,0700112233,,*334# -> 1 -> 0700112233 -> 500,True
syn_0134,Buy bundles za mbao kwa 0712345678,BUY_BUNDLES,20,0712345678,,*334# -> 3 -> 2 -> 20,True
syn_0144,Nahitaji data bundles za punch,BUY_BUNDLES,100,,,*334# -> 3 -> 2 -> 100,True
syn_0755,Lipa bill ya Zuku Ksh 100,PAY_BILL,100,,Zuku,*334# -> 2 -> 1 -> Zuku -> [RECIPIENT] -> 100,True
syn_0672,Nitumie kredit punch,BUY_AIRTIME,100,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 100,True
syn_0297,Niletee kredit fifty bob,BUY_AIRTIME,50,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 50,True
syn_0301,Can you Niletee soo tano to 0798765432,SEND_MONEY,500,0798765432,,*334# -> 1 -> 0798765432 -> 500,True
syn_0552,Niletee airtime ya bob mbao,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0970,Paybill KPLC amount 1000,PAY_BILL,1000,,KPLC,*334# -> 2 -> 1 -> KPLC -> [RECIPIENT] -> 1000,True
syn_0021,Tuma soo tano direct kwa 0712345678,SEND_MONEY,500,0712345678,,*334# -> 1 -> 0712345678 -> 500,True
syn_0872,Tuma kredit ya soo tano kwa number 0798765432,BUY_AIRTIME,500,0798765432,,*334# -> 3 -> 1 -> 0798765432 -> 500,True
syn_0962,Lipa kredit soo mbili,BUY_AIRTIME,200,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 200,True
syn_0952,Lipa kredit punch,BUY_AIRTIME,100,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 100,True
syn_0173,Nataka kuangalia balance kwa KPLC,CHECK_BALANCE,,,KPLC,*334# -> 6 -> 1,True
syn_0136,Can you Send soo mbili to mama,SEND_MONEY,200,mama,,*334# -> 1 -> mama -> 200,True
syn_0514,Niongeze token za soo mbili,BUY_BUNDLES,200,,token,*334# -> 3 -> 2 -> 200,True
syn_0696,Can you Niletee soo mbili to 0712345678,SEND_MONEY,200,0712345678,,*334# -> 1 -> 0712345678 -> 200,True
syn_0998,Niambie salio langu la M-Pesa,CHECK_BALANCE,,,M-Pesa,*334# -> 6 -> 1,True
syn_0739,Nishikie bundles za Ksh 500,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0167,Send kredit mbao,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0729,Niongeze data za Ksh 500,BUY_BUNDLES,500,,data,*334# -> 3 -> 2 -> 500,True
syn_0535,Paybill data amount 50,PAY_BILL,50,,data,*334# -> 2 -> 1 -> data -> [RECIPIENT] -> 50,True
syn_0832,Lipa airtime ya elfu moja,BUY_AIRTIME,1000,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 1000,True
syn_0606,Nishikie 0722000000 mbao,SEND_MONEY,20,0722000000,,*334# -> 1 -> 0722000000 -> 20,True
syn_0641,Neelekeze Nitumie soo tano kwa 0722000000,SEND_MONEY,500,0722000000,,*334# -> 1 -> 0722000000 -> 500,True
syn_0125,Lipa Safaricom account shosh amount 500,PAY_BILL,500,shosh,Safaricom,*334# -> 2 -> 1 -> Safaricom -> shosh -> 500,True
syn_0277,Send kredit ya elfu moja kwa number chali yangu,BUY_AIRTIME,1000,chali yangu,,*334# -> 3 -> 1 -> chali yangu -> 1000,True
syn_0882,Tuma fifty bob airtime line hii,BUY_AIRTIME,50,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 50,True
syn_0234,Niongeze KPLC za bob mbao,BUY_BUNDLES,20,,KPLC,*334# -> 3 -> 2 -> 20,True
syn_0158,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0853,How much money is in my data,CHECK_BALANCE,,,data,*334# -> 6 -> 1,True
syn_0627,Niongeze bob mbao chali yangu,BUY_AIRTIME,20,chali yangu,,*334# -> 3 -> 1 -> chali yangu -> 20,True
syn_0540,Lipa Safaricom account mama amount 1000,PAY_BILL,1000,mama,Safaricom,*334# -> 2 -> 1 -> Safaricom -> mama -> 1000,True
syn_0396,Tuma Ksh 50 to mzee,SEND_MONEY,50,mzee,,*334# -> 1 -> mzee -> 50,True
syn_0164,Niongeze net za elfu moja,BUY_BUNDLES,1000,,net,*334# -> 3 -> 2 -> 1000,True
syn_0526,Nitumie mama punch,SEND_MONEY,100,mama,,*334# -> 1 -> mama -> 100,True
syn_0128,How much money is in my KPLC,CHECK_BALANCE,,,KPLC,*334# -> 6 -> 1,True
syn_0462,Tuma kredit ya punch kwa number brathe,BUY_AIRTIME,100,brathe,,*334# -> 3 -> 1 -> brathe -> 100,True
syn_0071,Niaje Lipa fifty bob kwa chali yangu,SEND_MONEY,50,chali yangu,,*334# -> 1 -> chali yangu -> 50,True
syn_0740,Lipia Zuku elfu 2000,PAY_BILL,2000,,Zuku,*334# -> 2 -> 1 -> Zuku -> [RECIPIENT] -> 2000,True
syn_0313,How much money is in my Zuku,CHECK_BALANCE,,,Zuku,*334# -> 6 -> 1,True
syn_0810,Nishikie data soo 500,PAY_BILL,500,,data,*334# -> 2 -> 1 -> data -> [RECIPIENT] -> 500,True
syn_0687,Weka airtime ya bob mbao,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0512,Nitumie kredit ya punch kwa number chali yangu,BUY_AIRTIME,100,chali yangu,,*334# -> 3 -> 1 -> chali yangu -> 100,True
syn_0119,Nishikie bundles za mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0597,Nishikie airtime ya soo mbili,BUY_AIRTIME,200,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 200,True
syn_0169,Nipatie bundles ya punch,BUY_BUNDLES,100,,,*334# -> 3 -> 2 -> 100,True
syn_0743,Nataka kuangalia balance kwa Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0936,Neelekeze Send chapaa soo tano kwa sis,SEND_MONEY,500,sis,,*334# -> 1 -> sis -> 500,True
syn_0532,Bao credit ya Ksh 500 kwa 0722000000,BUY_AIRTIME,500,0722000000,,*334# -> 3 -> 1 -> 0722000000 -> 500,True
syn_0760,Lipa token account brathe amount 1000,PAY_BILL,1000,brathe,token,*334# -> 2 -> 1 -> token -> brathe -> 1000,True
syn_0002,Bao credit ya soo mbili kwa 0712345678,BUY_AIRTIME,200,0712345678,,*334# -> 3 -> 1 -> 0712345678 -> 200,True
syn_0544,Nipatie bundles ya soo mbili,BUY_BUNDLES,200,,,*334# -> 3 -> 2 -> 200,True
syn_0468,Check balance ya Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0368,How much money is in my Safaricom,CHECK_BALANCE,,,Safaricom,*334# -> 6 -> 1,True
syn_0570,Nitumie M-Pesa soo 1500,PAY_BILL,1500,,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> [RECIPIENT] -> 1500,True
syn_0691,Tuma bob mbao kwa sis,SEND_MONEY,20,sis,,*334# -> 1 -> sis -> 20,True
syn_0484,Nahitaji data bundles za punch,BUY_BUNDLES,100,,,*334# -> 3 -> 2 -> 100,True
syn_0475,Tuma M-Pesa soo 1500,PAY_BILL,1500,,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> [RECIPIENT] -> 1500,True
syn_0783,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0751,Can you Nishikie mbao to sis,SEND_MONEY,20,sis,,*334# -> 1 -> sis -> 20,True
syn_0230,Nishikie Safaricom soo 2000,PAY_BILL,2000,,Safaricom,*334# -> 2 -> 1 -> Safaricom -> [RECIPIENT] -> 2000,True
syn_0241,Neelekeze Niletee elfu mbili kwa 0798765432,SEND_MONEY,2000,0798765432,,*334# -> 1 -> 0798765432 -> 2000,True
syn_0373,Niambie salio langu la Zuku,CHECK_BALANCE,,,Zuku,*334# -> 6 -> 1,True
syn_0163,How much money is in my KPLC,CHECK_BALANCE,,,KPLC,*334# -> 6 -> 1,True
syn_0092,Lipa kredit soo mbili,BUY_AIRTIME,200,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 200,True
syn_0362,Tuma airtime ya mbao,BUY_AIRTIME,20,,,*334# -> 3 -> 1 -> [RECIPIENT] -> 20,True
syn_0930,Lipia M-Pesa elfu 5000,PAY_BILL,5000,,M-Pesa,*334# -> 2 -> 1 -> M-Pesa -> [RECIPIENT] -> 5000,True
syn_0617,Bao credit ya bob mbao kwa shosh,BUY_AIRTIME,20,shosh,,*334# -> 3 -> 1 -> shosh -> 20,True
syn_0523,Nionyeshe balance,CHECK_BALANCE,,,,*334# -> 6 -> 1,True
syn_0093,How much money is in my net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0730,Lipia net elfu 1000,PAY_BILL,1000,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 1000,True
syn_0107,Weka kredit ya elfu moja kwa number mama,BUY_AIRTIME,1000,mama,,*334# -> 3 -> 1 -> mama -> 1000,True
syn_0329,Buy bundles za soo tano kwa sis,BUY_BUNDLES,500,sis,,*334# -> 3 -> 2 -> 500,True
syn_0890,Lipa bill ya Zuku Ksh 5000,PAY_BILL,5000,,Zuku,*334# -> 2 -> 1 -> Zuku -> [RECIPIENT] -> 5000,True
syn_0034,Buy bundles za elfu mbili kwa chali yangu,BUY_BUNDLES,2000,chali yangu,,*334# -> 3 -> 2 -> 2000,True
syn_0064,Nishikie bundles za bob mbao,BUY_BUNDLES,20,,,*334# -> 3 -> 2 -> 20,True
syn_0819,Nishikie bundles za Ksh 500,BUY_BUNDLES,500,,,*334# -> 3 -> 2 -> 500,True
syn_0080,Lipa bill ya net Ksh 1500,PAY_BILL,1500,,net,*334# -> 2 -> 1 -> net -> [RECIPIENT] -> 1500,True
syn_0618,Balance ni gani kwa token,CHECK_BALANCE,,,token,*334# -> 6 -> 1,True
syn_0650,Nishikie KPLC soo 500,PAY_BILL,500,,KPLC,*334# -> 2 -> 1 -> KPLC -> [RECIPIENT] -> 500,True
syn_0148,Check balance ya net,CHECK_BALANCE,,,net,*334# -> 6 -> 1,True
syn_0084,Niongeze token za bob mbao,BUY_BUNDLES,20,,token,*334# -> 3 -> 2 -> 20,True
syn_0226,Neelekeze Nishikie mbao kwa mzee,SEND_MONEY,20,mzee,,*334# -> 1 -> mzee -> 20,True
